Disease Name	congenital abnormalities	metabolic syndrome x	peroxisomal disorders	sleep disorders	keratosis	epilepsy	dysostoses	central nervous system diseases	hypopigmentation	tauopathies	bone diseases, metabolic	osteoporosis	lipidoses	autoimmune diseases of the nervous system	arteriosclerosis	asthma	spastic paraplegia, hereditary	spinocerebellar degenerations	cerebellar ataxia	heart defects, congenital	breast diseases	brain diseases, metabolic	macular degeneration	liver diseases	congenital disorders of glycosylation	brain diseases, metabolic, inborn	dwarfism	muscular diseases	rheumatic diseases	metabolic diseases	cardiomegaly	mental retardation, x-linked	neurologic manifestations	genetic diseases, inborn	muscular dystrophies	skin diseases	malabsorption syndromes	motor neuron disease	anemia	spinocerebellar ataxias	multiple sclerosis	proteinuria	death, sudden	prostatic diseases	ovarian neoplasms	bacterial infections	mitochondrial diseases	neoplastic syndromes, hereditary	liver cirrhosis, biliary	cerebellar diseases	uveitis	lysosomal storage diseases	gout	colorectal neoplasms	albuminuria	gastrointestinal diseases	charcot-marie-tooth disease	blood coagulation disorders	amyotrophic lateral sclerosis	hypersensitivity, immediate	immunologic deficiency syndromes	celiac disease	movement disorders	cranial nerve diseases	hemorrhagic disorders	dyssomnias	diabetes mellitus	urogenital neoplasms	mycobacterium infections	bone diseases, developmental	crohn disease	limb deformities, congenital	eye diseases, hereditary	retinal degeneration	behcet syndrome	vascular diseases	carbohydrate metabolism, inborn errors	spondylarthropathies	bronchial diseases	skin diseases, vascular	intestinal neoplasms	urogenital abnormalities	cardiomyopathy, hypertrophic	spinal cord diseases	malformations of cortical development	pancreatic diseases	exophthalmos	cardiomyopathies	spondylitis, ankylosing	respiratory hypersensitivity	leukemia, lymphocytic, chronic, b-cell	death	retinitis pigmentosa	urologic neoplasms	arthritis, rheumatoid	parkinsonian disorders	demyelinating diseases	metal metabolism, inborn errors	lung neoplasms	lipid metabolism disorders	dyskinesias	leukemia, lymphoid	lung diseases	disorders of sex development	ectodermal dysplasia	metabolism, inborn errors	purine-pyrimidine metabolism, inborn errors	neuromuscular diseases	heart arrest	renal tubular transport, inborn errors	cholestasis	collagen diseases	spinal diseases	basal ganglia diseases	skin abnormalities	neurodegenerative diseases	pigmentation disorders	ataxia	hyperinsulinism	glioma	inflammatory bowel diseases	lupus erythematosus, systemic	cholestasis, intrahepatic	alzheimer disease	cardiomyopathy, hypertrophic, familial	craniofacial abnormalities	abnormalities, multiple	blood protein disorders	hereditary sensory and motor neuropathy	breast neoplasms	kidney diseases	adenocarcinoma	myeloproliferative disorders	dna repair-deficiency disorders	bone diseases	musculoskeletal abnormalities	neuroectodermal tumors	goiter	vasculitis	autoimmune diseases	polyneuropathies	hair diseases	lymphatic diseases	parkinson disease	lipid metabolism, inborn errors	diabetes mellitus, type 1	insulin resistance	colitis	diabetes mellitus, type 2	varicose veins	glomerulonephritis	hematologic diseases	carcinoma, renal cell	genetic diseases, x-linked	blood platelet disorders	cardiomyopathy, dilated	aneurysm	leprosy	myocardial infarction	coronary disease	gastrointestinal neoplasms	lung diseases, obstructive	cardiovascular abnormalities	lymphoproliferative disorders	psoriasis	ocular motility disorders	leukemia, myeloid, acute	prostatic neoplasms	intestinal diseases	ankylosis	joint diseases	obesity	skin diseases, genetic	chromosome disorders	thyroid diseases	sarcoma	graves disease	dementia	arrhythmias, cardiac	digestive system neoplasms	bone marrow diseases	vision disorders	hypothalamic diseases	anemia, aplastic	hypersensitivity	heredodegenerative disorders, nervous system	genital diseases, male	hypotrichosis	death, sudden, cardiac	female urogenital diseases	head and neck neoplasms	osteochondrodysplasias	nephritis	amino acid metabolism, inborn errors	neuroendocrine tumors	neoplasms, germ cell and embryonal	connective tissue diseases	leukemia, myeloid	kidney neoplasms	arthritis	leukemia	brain diseases	carcinoma	urologic diseases	anemia, hemolytic	colitis, ulcerative	nervous system malformations	heart diseases	adrenal gland diseases	lymphoma	lymphoma, non-hodgkin	hyperthyroidism	ovarian diseases	cerebrovascular disorders	peripheral nervous system diseases	genital neoplasms, female	retinal dystrophies	myocardial ischemia	precursor cell lymphoblastic leukemia-lymphoma	retinal diseases	liver cirrhosis	coronary artery disease	carotid artery diseases
congenital abnormalities	0	0.1541819754085760607598132310158689506351947784423828125	0	0	0.1524753436470648593203947029905975796282291412353515625	0.2632011196144450337897069402970373630523681640625	0.446089373132616373585079827535082586109638214111328125	0.28760033846653321187858409757609479129314422607421875	0.449140139246275993389900804686476476490497589111328125	0	0.243191747012839687425156398603576235473155975341796875	0.10183639527878653174841616646517650224268436431884765625	0.377384459751279377481836263541481457650661468505859375	0	0.10524761630731256645265858651328017003834247589111328125	0	0.383015035752663102197601574516738764941692352294921875	0.11666272374753415552728341708643711172044277191162109375	0	0.1884062181282388781511372144450433552265167236328125	0	0.297075594034547141308877371557173319160938262939453125	0	0.11842689208854580151797364351295982487499713897705078125	0.284430988646986848689124371958314441144466400146484375	0.409873961973307388007015106268227100372314453125	0.80059947019730570705320360502810217440128326416015625	0.1142426312474202065860851007528253830969333648681640625	0	0.290774417442012822476726796594448387622833251953125	0.123930506114357019686877947606262750923633575439453125	0.2124123397906926558054152565091499127447605133056640625	0	0.74055262619113892963440548555809073150157928466796875	0.28224788453813953736926123383454978466033935546875	0.1146939437095870484295545566055807285010814666748046875	0	0	0.2584249570539414175840420284657739102840423583984375	0	0	0	0	0	0	0.2006250057836760081197979843636858277022838592529296875	0.11454163342713474804668294382281601428985595703125	0.25629931420269624897656512985122390091419219970703125	0	0	0	0	0.190925690660970481804525888946955092251300811767578125	0.10260729249166193610687258797042886726558208465576171875	0	0	0	0	0	0	0	0	0.150704374871089286092029624342103488743305206298828125	0	0	0	0.165137434699994145592683025824953801929950714111328125	0	0	0.6221001683288942540883681431296281516551971435546875	0	0.472010159218876623743454956638743169605731964111328125	0.28269213715840335598983301679254509508609771728515625	0.1119560924645896793361288246160256676375865936279296875	0	0	0.53051044956916182382400393180432729423046112060546875	0	0	0	0	0.39659491122033696530735369378817267715930938720703125	0	0	0.21114346369852599050176422679214738309383392333984375	0.166332204208019807101237574897822923958301544189453125	0	0.1278697572754314004672693272368633188307285308837890625	0	0	0	0	0.26180930427743909216786732940818183124065399169921875	0	0	0	0.1423255823250993146178444703764398582279682159423828125	0.381200363782527584799453279629233293235301971435546875	0	0	0	0.2223502261650106837098661571872071363031864166259765625	0.11601922561810069922660915153755922801792621612548828125	0.12488778867506027114853139892147737555205821990966796875	0.585069824982992425788097534677945077419281005859375	0.58997985648975259653781222368706949055194854736328125	0.298302637242030599384889910652418620884418487548828125	0	0	0	0	0	0	0	0.557561089141168420013627837761305272579193115234375	0	0.389415396971393767966418408832396380603313446044921875	0	0.207358213246362055315330508165061473846435546875	0.1325784498140169243018959832625114358961582183837890625	0	0	0	0	0	0.6496396274741638166005941457115113735198974609375	0.65565641337639235519674230090458877384662628173828125	0	0.2083857446395699086760799900730489753186702728271484375	0.1468514450554761208156406837588292546570301055908203125	0	0.11065449058256500436403513276673038490116596221923828125	0.10764257827765495723060240607082960195839405059814453125	0	0.295241998973436892139687870439956896007061004638671875	0.53065547399813794982037506997585296630859375	0	0	0	0	0	0.389632615933224124571410129647119902074337005615234375	0.11734982367076325637800238155250553973019123077392578125	0	0.462353263999233876635486240047612227499485015869140625	0	0.18408591390974293755533608418772928416728973388671875	0	0.126933574985910013754875080849160440266132354736328125	0	0	0	0.145050959350058794594673372557736001908779144287109375	0.3033243247450465585046686101122759282588958740234375	0	0	0	0	0	0	0	0	0.1191528353879496016087813359263236634433269500732421875	0	0.1076091082687841982146181862844969145953655242919921875	0	0.2397844818906224861887466204279917292296886444091796875	0	0	0	0	0.1375432644823952610391160078506800346076488494873046875	0	0.62310371742507164594115920408512465655803680419921875	0	0	0	0	0	0	0	0	0.1779826269135922622854906194334034807980060577392578125	0.227330563713395050751131520883063785731792449951171875	0.12154032550175035420902958094302448444068431854248046875	0	0	0	0	0	0	0.51381261231296593283701668042340315878391265869140625	0	0.6310577690336121037262273603118956089019775390625	0	0.150928688654708043070939993413048796355724334716796875	0	0.1776386904480873607514723744316142983734607696533203125	0.279957372663276526925102416498702950775623321533203125	0.107655518535901106869090426698676310479640960693359375	0.282353885309990892960030350877786986529827117919921875	0.288015081396376382283364137038006447255611419677734375	0.1152682611996167783008360174790141172707080841064453125	0	0	0	0.32848614689699484614493485423736274242401123046875	0	0	0.12056516408862340272722946110661723650991916656494140625	0.15111794374391396278412003084667958319187164306640625	0.2099865404239836530475571407805546186864376068115234375	0	0	0	0	0	0	0.320788503625752008385774161070003174245357513427734375	0	0.1480954632505485368820785652133054099977016448974609375	0	0
metabolic syndrome x	0.1541819754085760607598132310158689506351947784423828125	0	0	0	0	0	0	0	0	0	0.364718947380320568374401091205072589218616485595703125	0.23699651191596460275690105845569632947444915771484375	0	0	0.596244002736078915205553130363114178180694580078125	0.109847376825215281570535807986743748188018798828125	0	0	0	0	0.1131303508473592567273868780830525793135166168212890625	0	0	0.2450910078653600887577113098814152181148529052734375	0	0	0.171308934413312019540143182894098572432994842529296875	0	0	0.94561090883094400805219947869773022830486297607421875	0.238482985139703507204700372312800027430057525634765625	0.1436724722716257451882171380930230952799320220947265625	0	0	0	0	0	0	0	0	0	0	0	0.1744041786589110853977757642496726475656032562255859375	0	0	0	0.115742660661254326281977000689948908984661102294921875	0	0	0	0	0.87526126866288789241110634975484572350978851318359375	0.370923924941170823910141507440130226314067840576171875	0.1419111024020821287816573885720572434365749359130859375	0	0	0	0	0	0	0	0	0	0	0	0.98337519537382356293875318442587740719318389892578125	0	0	0.10144533094528472572104504934031865559518337249755859375	0	0	0	0	0	0.1842787314633750617165475205183611251413822174072265625	0.1824163052932525896920878949458710849285125732421875	0	0	0	0	0	0	0	0	0.21123868581259508392378165808622725307941436767578125	0	0.199657720695502083341210664002574048936367034912109375	0	0	0	0	0	0	0.11958589993515660043765791442638146691024303436279296875	0	0	0	0	0.8910341567885808888860310617019422352313995361328125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9818488931626692117760057954001240432262420654296875	0	0.1028349802941781188092562615565839223563671112060546875	0	0	0	0.1304847196379436413682384454659768380224704742431640625	0	0	0	0	0.392949666269429787046618685053545050323009490966796875	0.133859931530451115033741871229722164571285247802734375	0.2451267276885527868213188185109174810349941253662109375	0	0	0.15986992600170157885486332816071808338165283203125	0	0	0	0	0	0	0	0	0	0.1122893376855289282456595856274361722171306610107421875	0.258227814228273511165667741806828416883945465087890625	0.990537487792706006217713365913368761539459228515625	0	0.80063726917030708651878967430093325674533843994140625	0.162453845089038984017548727933899499475955963134765625	0	0	0.375329237188556152915452912566252052783966064453125	0	0	0.11623632479535779549184582037923973985016345977783203125	0	0	0	0.116108609654747951811515349618275649845600128173828125	0.11600268137542792123984014551751897670328617095947265625	0	0	0	0.32969897619012211720246341428719460964202880859375	0	0	0.3202975354444312916513126765494234859943389892578125	0	0	0	0.98833913013194696350893764247302897274494171142578125	0	0	0.349235059812732284711955799139104783535003662109375	0	0	0	0	0	0	0	0.83584232183773055080422409446327947080135345458984375	0	0	0	0	0	0.10143832644424623234957749673412763513624668121337890625	0	0	0	0	0	0	0.11908694110533853127709136288103763945400714874267578125	0	0	0.2860147128044230324661612030467949807643890380859375	0.185272401950158871475338173695490695536136627197265625	0	0	0.18266683061683586242196497551049105823040008544921875	0	0	0	0	0.1705763183812088745749946383511996828019618988037109375	0	0	0.12113729940368635207281755583608173765242099761962890625	0.203583540648160810082600846726563759148120880126953125	0	0	0	0.125778610795316436732349529847851954400539398193359375	0	0.1168246957372117977858039239436038769781589508056640625	0.38501775115653547043592652698862366378307342529296875	0	0.34965071860233465361744720212300308048725128173828125	0.126385082150655303490083269934984855353832244873046875	0.205103829365655077054952926118858158588409423828125
peroxisomal disorders	0	0	0	0	0	0.343127060485454216109957314984058029949665069580078125	0	0.345858204801059387900608044219552539288997650146484375	0.353488970572871041841978012598701752722263336181640625	0	0	0	0	0	0	0	0	0.16340253821166805803244415074004791676998138427734375	0	0	0	0	0	0	0	0	0	0.1464026511428203891629351574010797776281833648681640625	0	0	0	0.60204386151399502669079311090172268450260162353515625	0	0	0.1175797427354370039420672355845454148948192596435546875	0	0	0.196758823626191847733224449257249943912029266357421875	0	0	0	0	0	0	0	0	0.26282209595055527895368641111417673528194427490234375	0	0	0.1787675887257156592813345241665956564247608184814453125	0	0	0	0	0	0	0	0	0	0	0	0	0.2096050322676530630605640226349350996315479278564453125	0	0	0	0	0	0	0.1658893147752669439132233719647047109901905059814453125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.286793684592166309155203407499357126653194427490234375	0	0	0	0	0	0	0	0.1677995159088432053362538454166497103869915008544921875	0.270169270647115933314807989518158137798309326171875	0	0.213420299459814888365372098633088171482086181640625	0	0	0	0	0	0	0	0	0.2379652592525889620578283256691065616905689239501953125	0	0	0	0	0	0	0	0	0.243259418311782493749007016958785243332386016845703125	0.193509375231051994337150290448334999382495880126953125	0	0.39335922048749172308390598118421621620655059814453125	0	0	0	0	0	0	0.2497499736492694577538742350952816195785999298095703125	0	0	0	0	0	0	0	0.1668161109577375456058945246695657260715961456298828125	0	0	0	0	0	0	0	0	0	0.2131776175528111993973112703315564431250095367431640625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2249504202460150537046246199679444544017314910888671875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1720760000080725493631916833692230284214019775390625	0	0	0	0	0	0	0	0	0	0.31325625820667113430317840538918972015380859375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sleep disorders	0	0	0	0	0	0.13859728821802430598353339519235305488109588623046875	0	0.1389788291562470134987705705498228780925273895263671875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11087123584971596279569183707280899398028850555419921875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189996706760503120126060139227774925529956817626953125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10354320551626640389830669164439314045011997222900390625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11393800085587420245492040749013540334999561309814453125	0	0	0	0
keratosis	0.1524753436470648593203947029905975796282291412353515625	0	0	0	0	0	0	0.12887802202670284312802095882943831384181976318359375	0.3449016481346804940955053098150528967380523681640625	0	0.118056477891720856820967355815810151398181915283203125	0	0.2007878249394058067789359256494208239018917083740234375	0	0	0	0	0	0	0	0.17723814293431494615305155093665234744548797607421875	0	0	0.1473191788065792706685641633157501928508281707763671875	0	0	0.18830967199929649069645165582187473773956298828125	0	0	0.10742445425746860454552233932190574705600738525390625	0	0	0	0.22421717088727743938392222844413481652736663818359375	0	0.80568762112734015889969896306865848600864410400390625	0	0	0	0	0	0	0	0.1115861741558890340986209821494412608444690704345703125	0	0	0.11002706619522552300427520322045893408358097076416015625	0.1961016585646440379964161593306926079094409942626953125	0.74858755607937865761414286680519580841064453125	0	0.15051491995296106818358339296537451446056365966796875	0	0.1440943674881996761083513547418988309800624847412109375	0	0	0	0	0	0	0.286022838704374116058914978566463105380535125732421875	0	0	0	0	0	0	0	0	0.12043762620092320070330771386579726822674274444580078125	0.2492616647872998025814439415626111440360546112060546875	0	0.12266685412115714559622148271955666132271289825439453125	0.1489920468860140567723959748036577366292476654052734375	0	0.1148200551089491039391532467561773955821990966796875	0.1090853190025711239030670185456983745098114013671875	0.130616005601106255351595564206945709884166717529296875	0	0	0	0	0	0	0	0	0.10630497445046592497330806281752302311360836029052734375	0	0	0	0	0	0	0.2253888414963363950871411134357913397252559661865234375	0	0.181699613814938487621475360356271266937255859375	0	0	0	0	0	0	0.20043571082876010525097854042542167007923126220703125	0	0	0.25184357393046863382579658718896098434925079345703125	0.18671768252543519128749949231860227882862091064453125	0	0	0	0	0.61313438512613827047204040354699827730655670166015625	0.43158586393038078643513699717004783451557159423828125	0	0	0	0	0.476558957080040090925621143469470553100109100341796875	0	0	0	0	0	0.774276347804216502623830820084549486637115478515625	0	0	0.1696405443748154606709022118593566119670867919921875	0.1886948944645774617345779233801295049488544464111328125	0	0	0	0	0	0.277189083092862109669596293315407820045948028564453125	0	0.2336100681375266052697270424687303602695465087890625	0	0	0.260136375445604972611590710585005581378936767578125	0	0	0	0.333798813027493312954874227216350845992565155029296875	0	0	0.1785952934836727845624437804872286505997180938720703125	0	0	0	0	0	0	0	0	0.1494399641280743928906105111309443600475788116455078125	0	0	0	0.11792532073814164517155944622572860680520534515380859375	0	0	0	0	0	0	0.77487367134978857308169608586467802524566650390625	0	0	0	0	0	0.11305565971763827104457078576160711236298084259033203125	0	0	0.152885100857209133007330592590733431279659271240234375	0.1541293086929740596691118525995989330112934112548828125	0	0.108710194949662997121464513838873244822025299072265625	0	0	0	0	0	0	0	0.394503412411967901984866102793603204190731048583984375	0	0.395825173579742395357783379949978552758693695068359375	0.4681747179763247057593389399698935449123382568359375	0	0	0.1021089351082715979135429051893879659473896026611328125	0.183036340744477887820806927265948615968227386474609375	0	0.149745947330362449978480299250804819166660308837890625	0	0	0.2378025182841569107328183463323512114584445953369140625	0.1967554264485874837564693962121964432299137115478515625	0	0.1911417055407509113518216281590866856276988983154296875	0.1739367178389519541514829370498773641884326934814453125	0	0.11745902595562339454371425517820171080529689788818359375	0	0	0	0	0	0	0.13529244705779508439746905423817224800586700439453125	0.1503915475696150638729164938922622241079807281494140625	0.1170088302482237552215593723303754813969135284423828125	0.1147238208285994709445532180325244553387165069580078125	0	0	0	0	0	0	0	0.144149705017869778078676290533621795475482940673828125	0	0
epilepsy	0.2632011196144450337897069402970373630523681640625	0	0.343127060485454216109957314984058029949665069580078125	0.13859728821802430598353339519235305488109588623046875	0	0	0.230754888559239701439906866653473116457462310791015625	0.66064036212830068439672004387830384075641632080078125	0.4668775008819128213843896446633152663707733154296875	0	0.1013221325735060573958179475084762088954448699951171875	0	0.45117199651466022292112256764085032045841217041015625	0.142451874609567763485529212630353868007659912109375	0	0	0.23832211961858984494710966828279197216033935546875	0.1863956225170584624084568758917157538235187530517578125	0	0	0	0.64786888839370959658481297083199024200439453125	0	0	0.423069242522425226216142846169532276690006256103515625	0.72759107265787525964384485632763244211673736572265625	0.33925039003590529151921373340883292257785797119140625	0.10969462453810673030485389745081192813813686370849609375	0	0.151972972341960055331355761154554784297943115234375	0	0.2498818684220102948057018465988221578299999237060546875	0	0.35717154700320541405034191484446637332439422607421875	0.17519607940347625696375644110958091914653778076171875	0	0	0	0.10034025723371053917531980914645828306674957275390625	0.1508885649569233766698062026989646255970001220703125	0.16379577661706112845507732345140539109706878662109375	0	0	0	0	0	0.1393409336183523972163555981751414947211742401123046875	0.1717624353402717185534953614478581584990024566650390625	0	0.1997845195884175861777976024313829839229583740234375	0	0	0	0	0	0	0	0	0	0	0	0	0.296882895363860643822562224158900789916515350341796875	0	0	0.157469253654900553929252282614470459520816802978515625	0	0	0	0.326026614484203614008350768926902674138545989990234375	0	0.31592115541299825576260218440438620746135711669921875	0.14664730504782419462372899943147785961627960205078125	0	0.10551680155961039309087112769702798686921596527099609375	0	0.3216593623847063820875291639822535216808319091796875	0	0	0	0	0.1466698951043448051478890192811377346515655517578125	0.1096603511539522568529747559296083636581897735595703125	0	0.81531426993332456465424229463678784668445587158203125	0	0	0.139938693654906132213255887108971364796161651611328125	0	0	0	0	0.126732269908252537238269042063620872795581817626953125	0	0	0	0.27581688647886204446280089541687630116939544677734375	0.5865407119731689267183583069709129631519317626953125	0	0	0	0.30912521544981041987654180047684349119663238525390625	0	0	0.319407777025244976609741343054338358342647552490234375	0.5270825669896990195439911985886283218860626220703125	0.25407359372958371324102699873037636280059814453125	0.1045802023227908328362190104598994366824626922607421875	0.231233175904231702535440717838355340063571929931640625	0	0	0	0	0.1558194647883661965170887242493336088955402374267578125	0.330815887999260038743187806176138110458850860595703125	0.1441237474078954361456084143355838023126125335693359375	0.261826588493431045012727054199785925447940826416015625	0	0	0.5300312328578369314158180714002810418605804443359375	0	0.20683520051577775067386255614110268652439117431640625	0	0.1701102810250730568153443300616345368325710296630859375	0	0.381656495708215193207735183023032732307910919189453125	0.382819741946949676503209047950804233551025390625	0	0.1324655164533471152221721922614960931241512298583984375	0	0	0	0	0	0.1588797625987032058336723139291279949247837066650390625	0.19532530056873820267782093651476316154003143310546875	0	0	0	0	0	0.269207278499337399058077835434232838451862335205078125	0	0.11194575628244539389211098523446707986295223236083984375	0.372810878989898120128287928309873677790164947509765625	0	0	0	0	0	0	0	0.10968771759842287083497325284042744897305965423583984375	0.193937105311026647402883327231393195688724517822265625	0	0	0	0	0	0	0	0	0	0	0	0.1984779767434983188678643273306079208850860595703125	0.10594967807895656897176905886226450093090534210205078125	0	0	0	0	0	0.10924191640275866810316784949463908560574054718017578125	0.43057740567578128842995965896989218890666961669921875	0	0	0	0.1871309187297811593708729560603387653827667236328125	0.20581307337437892979181697228341363370418548583984375	0	0	0	0.1980255789820186962391090901292045600712299346923828125	0.11359880635204955279249361410620622336864471435546875	0.11431092967379115343806716964536462910473346710205078125	0.179274842031593106828069039693218655884265899658203125	0	0	0.1624060823732022817988962515300954692065715789794921875	0	0	0.24571460662955668663443020705017261207103729248046875	0	0.5219741762669360962689779626089148223400115966796875	0	0	0	0.1097865987227840400830558564848615787923336029052734375	0.141255316809483499884692037085187621414661407470703125	0	0.1327028641483363191611033471417613327503204345703125	0.73035566092194093013034716932452283799648284912109375	0.107679808088118722508852442842908203601837158203125	0	0	0	0.415611731020196106811681602266617119312286376953125	0.1185842062974279687015410900130518712103366851806640625	0	0.10187312711591335612215658557033748365938663482666015625	0.1535142058494936012635889710509218275547027587890625	0.12974543760683332482841478849877603352069854736328125	0	0.266799954817569628939821768653928302228450775146484375	0	0	0	0	0.336053719979486020807968316148617304861545562744140625	0	0	0	0.1331992973490943310554968093128991313278675079345703125
dysostoses	0.446089373132616373585079827535082586109638214111328125	0	0	0	0	0.230754888559239701439906866653473116457462310791015625	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15163556796350119437732928417972289025783538818359375	0	0	0	0	0	0	0.61938017893202168551169961574487388134002685546875	0	0	0	0	0.25745365683956011881861059009679593145847320556640625	0	0	0	0	0	0	0	0.14607263591771235677896356719429604709148406982421875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1158460252884401520123702766795759089291095733642578125	0.216723207154526809059547076685703359544277191162109375	0	0	0	0	0	0	0	0.61220568771388617079765026574023067951202392578125	0	0.51624920000286078636264619490248151123523712158203125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1010760758093154354497755775810219347476959228515625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301107142294813445726475720221060328185558319091796875	0	0	0	0	0	0	0	0	0.64613280307515974509868783570709638297557830810546875	0	0	0	0	0	0	0	0	0	0.49012277910904000766123544963193126022815704345703125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1220234793181981525211909911377006210386753082275390625	0.27150353518197167801417890586890280246734619140625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461117720311022327717154212223249487578868865966796875	0	0	0	0	0	0	0.1745467061961705479422590769900125451385974884033203125	0	0	0	0.1429790764683259440825935371321975253522396087646484375	0	0	0.1679661832384400366180443597841076552867889404296875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
